-1,4.587192326182917
0,4.587192326182917
1,4.587192326182917
14,4.587192326182917
15,4.587192326182917
17,4.587192326182917
18,4.587192326182917
19,4.587192326182917
21,4.587192326182917
25,4.587192326182917
43,4.587192326182917
47,4.587192326182917
50,4.587192326182917
55,4.587192326182917
59,4.587192326182917
74,4.587192326182917
75,4.587192326182917
79,4.587192326182917
80,4.587192326182917
86,4.587192326182917
90,4.587192326182917
92,4.587192326182917
94,4.587192326182917
98,4.587192326182917
99,4.587192326182917
