5,5.782062676145446
6,5.782062676145446
7,5.782062676145446
8,5.782062676145446
9,5.769500690487485
10,5.769500690487485
11,5.769500690487485
12,5.769500690487485
13,5.769500690487485
14,5.800527331163249
15,5.782062676145446
16,5.782062676145446
17,5.769500690487485
18,5.769500690487485
19,5.851562860884708
20,5.782062676145446
21,5.791109793967932
22,5.769500690487485
23,5.769500690487485
24,5.769500690487485
25,5.769500690487485
26,5.769500690487485
27,5.769500690487485
28,5.769500690487485
29,5.769500690487485
30,5.769500690487485
31,5.769500690487485
32,5.769500690487485
33,5.769500690487485
34,5.769500690487485
35,5.769500690487485
36,5.769500690487485
37,5.769500690487485
38,5.769500690487485
39,5.769500690487485
40,5.769500690487485
41,5.769500690487485
42,5.769500690487485
43,5.769500690487485
44,5.769500690487485
45,5.782062676145446
46,5.769500690487485
47,5.769500690487485
48,5.769500690487485
49,5.769500690487485
50,5.769500690487485
