address,lat,long
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.788
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.789
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.790

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.792
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.793

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.795
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.796
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.797

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.799
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.800
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.801

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.803
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.804
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.805
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.806

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.808
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.809
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.810
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.811

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.813
"Trường THPT Vân Nội, Đường Vân Trì, Huyện Đông Anh, Thành phố Hà Nội, 124115, Việt Nam",21.150,105.814

"Trường THCS Vân Nội, Đường Vân Trì, Huyện Đông Anh, Thành phố Hà Nội, 124115, Việt Nam",21.150,105.816

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.818
"Đường Võ Nguyên Giáp, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.819

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.821
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.822
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.823
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.824
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.825
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.826
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.827

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.829
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.830
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.831
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.832

"Đường tỉnh 301, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.834
"Đường tỉnh 301, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.835

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.837
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.838

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.840
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.841
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.842

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.844
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.845
"CHXD Petrolimex, Quốc lộ 3, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.846

"ATM - Vietcombank, Km12+800, Quốc lộ 3, Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.848

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.850
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.851
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.852
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.853

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.855
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.856

"Đội Cảnh sát PCCC & CNCH huyện Đông Anh, Đường Ga Đông Anh, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.858
"Đội Cảnh sát PCCC & CNCH huyện Đông Anh, Đường Ga Đông Anh, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.859

"Đường Kính Nỗ, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.861
"Đường Kính Nỗ, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.862

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.864
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.865

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.867
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.868

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.870
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.871

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.873
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.874

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.876
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.877

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.879
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.880

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.882
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.883

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.885
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.886

"Đường Liên Hà, Huyện Đông Anh, Thành phố Hà Nội, 16000, Việt Nam",21.150,105.888
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.889




"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.894
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.895

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.897
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.898

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.900
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.150,105.901



"Huyện Đông Anh, Thành phố Hà Nội, 16000, Việt Nam",21.150,105.905
"Huyện Đông Anh, Thành phố Hà Nội, 16000, Việt Nam",21.150,105.906
"Huyện Đông Anh, Thành phố Hà Nội, 16000, Việt Nam",21.150,105.907
"Huyện Đông Anh, Thành phố Hà Nội, 16000, Việt Nam",21.150,105.908

"Huyện Đông Anh, Thành phố Hà Nội, 16000, Việt Nam",21.150,105.910
"Đường cao tốc Hà Nội - Thái Nguyên, Huyện Đông Anh, Văn Môn, Yên Phong, Tỉnh Bắc Ninh, 16000, Việt Nam",21.150,105.911

"Huyện Đông Anh, Thành phố Hà Nội, 16000, Việt Nam",21.150,105.913
"Trường THCS Vân Hà, Đường cao tốc Hà Nội - Thái Nguyên, Huyện Đông Anh, Thành phố Hà Nội, Yên Phong, Tỉnh Bắc Ninh, 16000, Việt Nam",21.150,105.914
"Trường THCS Vân Hà, Đường cao tốc Hà Nội - Thái Nguyên, Huyện Đông Anh, Thành phố Hà Nội, Yên Phong, Tỉnh Bắc Ninh, 16000, Việt Nam",21.150,105.915

"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.579
"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.580

"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.582
"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.583
"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.584

"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.586
"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.587

"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.589
"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.590
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.591
"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.592

"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.594
"Vân Phúc, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.595
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.596
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.597

"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.599
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.600
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.601

"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.603
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.604

"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.606
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.607
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.608

"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.610
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.611

"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.613
"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.614

"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.616
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.617

"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.619

"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.621
"Vân Nam, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.622

"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.624
"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.625

"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.627
"Vân Hà, Phúc Thọ, Thành phố Hà Nội, Việt Nam",21.151,105.628

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.630
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.631

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.633
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.634
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.635
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.636
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.637
"Phùng, Thành phố Hà Nội, Việt Nam",21.151,105.638
"Phùng, Thành phố Hà Nội, Việt Nam",21.151,105.639
"Phùng, Thành phố Hà Nội, Việt Nam",21.151,105.640

"Phùng, Thành phố Hà Nội, Việt Nam",21.151,105.642
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.643

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.645
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.646
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.647
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.648

"Phùng, Thành phố Hà Nội, Việt Nam",21.151,105.650
"Phùng, Thành phố Hà Nội, Việt Nam",21.151,105.651

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.653
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.654

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.656
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.657

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.659
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.660

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.662
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.663
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.664

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.666
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.667

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.669
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.670


"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.673
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.674

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.676
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.677
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.678

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.680
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.681
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.682

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.684
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.685

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.687
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.688
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.689
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.690

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.692
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.693
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.694
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.695
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.696
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.697
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.698

"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.700
"Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam",21.151,105.701
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.702
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.703

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.705
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.706

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.708
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.709

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.711
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.712
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.713

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.715
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.716
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.717

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.719
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.720
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.721
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.722

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.724
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.725
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.726

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.728
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.729
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.730
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.731

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.733
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.734

"Trước 60m đường vào làng Đông Cao, Đê tả Sông Hồng, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.736
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.737
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.738
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.739
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.740

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.742
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.743

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.745

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.747
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.748

"Chùa Trung Hậu, Thôn Trung Hậu Đoài, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.750
"Quốc lộ 23, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.751

"Chùa Thiên Long, Quốc lộ 23, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.753
"Quốc lộ 23, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.754
"Quốc lộ 23, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.755

"Đối diện hội trường đa năng xã Tiền Phong, ĐT.301, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.757
"UBND xã Tiền Phong, ĐT.301, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.758
"ĐT.301, Huyện Mê Linh, Thành phố Hà Nội, 12910, Việt Nam",21.151,105.759

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.761
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.762
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.763

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.765
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.766

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.768

"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.770
"Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.771

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.773
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.774

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.776
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.777

"Đầm Vân Trì, Đường Võ Văn Kiệt, Huyện Đông Anh, Thành phố Hà Nội, 124115, Việt Nam",21.151,105.779
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.780

"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.782
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.783
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.784
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.785
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.786
"Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.151,105.787

