-1,135.85016342148066
-0.5,8.198255088153477
0,101.7111028237725
0.5,7.6681095910568535
1,111.21827951390546
1.5,7.4407949322690925
2,114.32116453505343
2.5,7.302469326623225
3,120.96184987746405
3.5,8.064319018186342
4,117.00645420581318
4.5,15.257291893049086
5,135.6700489234803
5.5,8.80478602655179
6,111.98063296032124
6.5,15.025233900696312
7,97.22652349233546
7.5,8.21487395539551
8,111.09041218778458
8.5,7.6476352611662595
9,134.3792627092672
9.5,7.563359650090617
10,122.54272758971099
10.5,7.210559021967822
11,130.96588421633672
11.5,8.097554415581193
12,135.4172238919675
12.5,9.47771695226645
13,99.26787592888648
13.5,8.542369479412692
14,111.35922222945854
14.5,7.896932162801019
15,111.98781196086375
15.5,8.110572287437149
16,117.47942039572256
16.5,7.5217862274383664
17,122.5372297497486
17.5,8.19771084268319
18,123.22167450959557
18.5,7.4407949322690925
19,127.7388634492707
19.5,7.588792327124206
